Game,Desc,Price,Categories,Status
Super Smash Bros. Melee,"Nintendo's all-star cast of combatants is back in Super Smash Bros. Melee, along with a new batch of brawlers ready to tear it up.  The sequel to Super Smash Bros. keeps the same basic premise: Characters duke it out in interactive environments, using special attacks and various items to knock each other into the abyss.  Some new defensive techniques add an even deeper level of complexity to the c","91,99 ","['Action', 'Fighting', '3D']",In Stock
Rome: Total War,"Rome: Total War is the next generation in epic strategy gaming from the critically acclaimed and award winning Total War brand. The aim of the game is to conquer, rule and manipulate the Roman Empire with the ultimate goal of being declared as the ""Imperator"" of Rome. Set in a time when the mighty Roman Empire emerged to conquer the known world against powerful enemies; when gladiators fought to a","90,99 ","['Strategy', 'Real-Time', 'Historic', 'General']",In Stock
Forza Motorsport 3,"Whether it's an exotic sports car like the new Audi R8 V10, a classic American muscle car such as the Ford GT, or a hot Asian import such as the Nissan 370Z, everyone has a dream car. The game makes it possible for everyone to experience the thrill of owning the world's most exotic and exquisite cars. Live the most realistic racing experience ever as you take the wheel of more than 400 of the most","81,99 ","['Driving', 'Racing', 'Simulation', 'GT / Street', 'Automobile']",In Stock
Super Mario Sunshine,"When Mario, Peach, and an entourage of Peach's loyal Toad friends set out for a tropical vacation on lovely Isle Delfino, they're in store for much more than a relaxing holiday. A mustachioed maniac has mucked up the entire island, and Mario is accused of committing the crime. Armed with a hi-tech water cannon called FLUDD (Flash Liquidizer Ultra Dousing Device), Mario sets out to clean the island","84,99 ","['Action', 'Platformer', '3D']",In Stock
Tony Hawk's Pro Skater,"Skate as legendary Tony Hawk, or as one of nine top pros. Work your way up the ranks by landing suicidal tricks in brutal competitions to become the highest-ranked skate champ.","88,99 ","['Sports', 'Alternative', 'Skateboarding']",In Stock
Thief: The Dark Project,"Sneak through the shadows of 12 treacherous missions including haunted cathedrals, subterranean ruins, and forbidding prisons, in a dark and sinister city. Stalk your prey on the quest for stolen goods with your blackjack, sword and an assortment of unique arrows. Steal for money and uncover the hidden agendas of your allies and enemies as you play through an unravelling story of deception and rev","90,99 ","['Action Adventure', 'Fantasy', 'General']",In Stock
Fire Emblem: Awakening,"Lead an army of soldiers in a series of scaled turn-based strategy battles. In the process, develop relationships with your team, utilizing their special abilities on the battlefield to gain victory and advance the story, which features a wide array of characters from a variety of nations and backgrounds. They can be joined by a character of your making, with a unique appearance crafted as you see","90,99 ","['Strategy', 'Turn-Based', 'Fantasy', 'Tactics']",In Stock
Age of Empires II: The Age of Kings,"Age of Empires II: The Age of Kings is the sequel to the award-winning, best-selling real-time strategy game ""Age of Empires."" Age of Empires II spans a thousand years, from the fall of Rome through the Middle Ages in which players lead one of 13 civilizations into greatness. The game keeps the epic scope of Age of Empires' game play while evolving the combat and economic features. [Microsoft]","91,99 ","['Strategy', 'Real-Time', 'Historic', 'Command']",In Stock
Final Fantasy X,Final Fantasy's first game on the Playstation 2 is the first to use voice acting and a massive leap in the cinematic approach to storytelling.  Stop reading and go play.,"89,99 ","['Role-Playing', 'Console-style RPG']",In Stock
Unreal Tournament (1999),"The stakes are high. On the one hand, fame, fortune, glory; on the other hand, death. Prove your skill in the arenas of the future, leading your team of computer-controlled ""bots"" to victory in the Grand Tournament, or compete with the best of the best via LAN or the Internet in seat-of-your-pants battles. While Unreal Tournament offers the finest in classic ""Deathmatch"" play, right out of the box","90,99 ","['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",In Stock
Sid Meier's Alpha Centauri,"Legendary designer Sid Meier presents the next evolution in strategy games, with the most addictive, compelling gameplay yet. Explore the alien planet that is your new home and uncover its myriad mysteries. Discover over 75 extraordinary technologies. Build over 60 base upgrades and large-scale secret projects for your empire. Conquer your enemies with a war machine that you design from over 32,00","88,99 ","['Strategy', 'Turn-Based', 'Sci-Fi', '4X']",In Stock
Wave Race 64,"Wave Race 64 is sure to provide some of the most exciting racing you've ever experienced. Feel the pounding and crashing of the waves as you accelerate into straight-aways, whip around the marker buoys and go airborne on the jump ramps. Don't race alone - challenge a friend! Take control in three different modes of play - Championship, Time Trials and Stunt Mode. Nine challenging courses set in ex","83,99 ","['Driving', 'Racing', 'Snow / Water']",In Stock
Galactic Civilizations II: Twilight of the Arnor,"The galaxy is being consumed by the fires of war as we enter the final act of the Dread Lord saga. Galactic Civilizations II: Twilight of the Arnor is the second  expansion pack to the award-winning PC strategy game, Galactic Civilizations II. Galactic Civilizations II: Twilight of the Arnor expands the gameplay of Galactic Civilizations in all new ways. New campaign detailing the final chapter in","82,99 ","['Strategy', 'Turn-Based', 'Sci-Fi', '4X']",In Stock
Super Smash Bros. for Wii U,Duke it out with your favorite Nintendo characters in Super Smash Bros. for the Nintendo Wii U.,"89,99 ","['Action', 'Fighting', '3D', '2D']",In Stock
Chrono Trigger,"[Metacritic's 2008 DS Game of the Year] When a newly developed teleportation device malfunctions at the Millennial Fair, young Crono must travel through time to rescue his unfortunate companion from an intricate web of past and present perils. The swashbuckling adventure that ensues soon unveils an evil force set to destroy the world, triggering Crono's race against time to change the course of hi","91,99 ","['Role-Playing', 'Console-style RPG', 'Japanese-Style']",In Stock
Xenoblade Chronicles,"Xenoblade Chronicles throws you into a universe bursting with imagination. Take hold of an ancient sword that offers glimpses of the future, customise your characters extensively and discover a world where your relationships with others matter.","91,99 ","['Role-Playing', 'Action RPG', 'Console-style RPG']",In Stock
Conker's Bad Fur Day,"The day after his 21st birthday bash, Conker's sporting the worst hangover ever, and he just can't seem to find his way home. Prepare to stagger through randy, raunchy, raucous scenarios crammed full of bad manners, twisted humor, and graphic bodily functions. Unless you're a fan of violence, foul language, and racy innuendo, you'd best steer clear of this one.","89,99 ","['Action', 'Platformer', '3D']",In Stock
Mario Kart 8 Deluxe,"Race and battle your friends in the definitive version of Mario Kart 8. Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious re","86,99 ","['Other', 'Racing', 'Arcade', 'Automobile']",In Stock
The ICO & Shadow of the Colossus Collection,This collection provides HD and 3D updates for PS2 classics Ico and Shadow of the Colossus.,"87,99 ","['Miscellaneous', 'Action Adventure', 'Fantasy', 'Compilation']",In Stock
Metroid Prime 2: Echoes,"The sequel to Metroid Prime puts you in the role of bounty hunter Samus Aran once again. Your mission is to locate federation troopers who are missing on Aether--a planet torn into light and dark domains. To help you travel through the depths of light and dark, you'll have all-new beam weapons, a screw attack, and power-ups. Eliminate your enemies, solve puzzles, and open doors in an effort to res","89,99 ","['Action', 'Shooter', 'First-Person', 'Sci-Fi']",In Stock
Out of the Park Baseball 17,"Step into the shoes of a team owner, GM, and/or field manager to own the future or rewrite the past of your favorite real-world club. Start a new career with 2016 Opening Day rosters of the real major or minor leagues, or span through 150 years of history and run any club from the past! Perform drafts, trades, scouting, waivers, team finances and personnel. Negotiate player contracts. Dive into th","33,99 ","['Sports', 'Baseball', 'Sim', 'Team']",In Stock
